State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Nagaland,Zunheboto,Zunheboto,Ginger(Dry),Other,FAQ,01/05/2024,4200,4500,4300
"NCT of Delhi",Delhi,Azadpur,Banana,Other,Large,01/05/2024,2500,3100,3000
"NCT of Delhi",Delhi,Azadpur,Brinjal,Brinjal,FAQ,01/05/2024,800,2500,1600
"NCT of Delhi",Delhi,Azadpur,Capsicum,Capsicum,FAQ,01/05/2024,2000,5000,4200
"NCT of Delhi",Delhi,Azadpur,Grapes,Black,Large,01/05/2024,5000,13000,9625
"NCT of Delhi",Delhi,Azadpur,"Green Chilli","Green Chilly",FAQ,01/05/2024,2000,5000,3575
"NCT of Delhi",Delhi,Azadpur,"Karbuja(Musk Melon)",Karbhuja,Large,01/05/2024,694,4500,2519
"NCT of Delhi",Delhi,Azadpur,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,01/05/2024,2000,6000,4250
"NCT of Delhi",Delhi,Azadpur,Mashrooms,Mashrooms,FAQ,01/05/2024,6000,12000,9500
"NCT of Delhi",Delhi,Azadpur,"Onion Green","Onion Green",FAQ,01/05/2024,1000,2000,1600
"NCT of Delhi",Delhi,Azadpur,Papaya,Papaya,Large,01/05/2024,1000,2125,1625
"NCT of Delhi",Delhi,Azadpur,"Peas Wet","Peas Wet",FAQ,01/05/2024,3000,7000,5150
"NCT of Delhi",Delhi,Azadpur,"Tender Coconut","Tender Coconut",Large,01/05/2024,100,225,190
Odisha,Balasore,Jaleswar,Brinjal,Other,FAQ,01/05/2024,1800,2200,2000
Odisha,Balasore,Jaleswar,"Little gourd (Kundru)","Little gourd (Kundru)",FAQ,01/05/2024,1600,2000,1800
Odisha,Balasore,Jaleswar,Onion,Other,FAQ,01/05/2024,2300,2700,2500
Odisha,Balasore,Jaleswar,Potato,Other,FAQ,01/05/2024,1900,2300,2100
Odisha,Balasore,Jaleswar,"Water Melon","Water Melon",Medium,01/05/2024,1300,1700,1500
Odisha,Bargarh,Bargarh,"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,2100,2300,2200
Odisha,Bargarh,Bargarh(Barapalli),Cabbage,Cabbage,FAQ,01/05/2024,1700,1900,1800
Odisha,Bargarh,Padampur,"Green Chilli",Other,FAQ,01/05/2024,5100,5300,5200
Odisha,Boudh,Boudh,Brinjal,Other,FAQ,01/05/2024,2000,3000,2500
Odisha,Boudh,Boudh,"Pointed gourd (Parval)",Other,FAQ,01/05/2024,7000,10000,8000
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,01/05/2024,1500,2000,1800
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,3700,4000,3800
Odisha,Dhenkanal,Hindol,"Pointed gourd (Parval)",Other,FAQ,01/05/2024,5000,6000,5500
Odisha,Dhenkanal,Hindol,Potato,Potato,FAQ,01/05/2024,2800,3000,2900
Odisha,Dhenkanal,Hindol,Tomato,Tomato,FAQ,01/05/2024,2000,2500,2200
Odisha,Dhenkanal,Kamakhyanagar,"Pointed gourd (Parval)",Other,FAQ,01/05/2024,8000,8200,8000
Odisha,Ganjam,Digapahandi,"Bitter gourd",Other,FAQ,01/05/2024,2500,2800,2700
Odisha,Ganjam,Digapahandi,"Pointed gourd (Parval)",Other,FAQ,01/05/2024,2200,2500,2300
Odisha,Jagatsinghpur,Rahama,Brinjal,Other,FAQ,01/05/2024,3000,5000,4000
Odisha,Kalahandi,Bhawanipatna,Brinjal,Brinjal,FAQ,01/05/2024,2400,2400,2400
Odisha,Kalahandi,Bhawanipatna,Cabbage,Cabbage,FAQ,01/05/2024,1900,1900,1900
Odisha,Kalahandi,Kesinga,Cauliflower,Other,FAQ,01/05/2024,8000,9000,8500
Odisha,Mayurbhanja,Baripada,"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,1500,2000,1800
Odisha,Mayurbhanja,Baripada,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,3000,4000,3500
Odisha,Mayurbhanja,Baripada,"Little gourd (Kundru)",Other,FAQ,01/05/2024,3500,4000,3800
Odisha,Mayurbhanja,Betnoti,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,2800,3200,3000
Odisha,Mayurbhanja,Betnoti,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,1400,1800,1600
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,1800,2200,2000
Odisha,Mayurbhanja,Karanjia,Fish,Other,FAQ,01/05/2024,17000,18000,18000
Odisha,Nuapada,Khariar,Cabbage,Other,FAQ,01/05/2024,3000,4000,4000
Odisha,Nuapada,"Khariar Road","Bitter gourd",Other,FAQ,01/05/2024,6000,7000,6000
Odisha,Nuapada,"Khariar Road",Drumstick,Other,FAQ,01/05/2024,5000,6000,6000
Odisha,Rayagada,Rayagada(Muniguda),Cauliflower,"African Sarson",FAQ,01/05/2024,2000,3250,2650
Odisha,Sonepur,Birmaharajpur,Potato,Desi,FAQ,01/05/2024,2800,3000,3000
Odisha,Sundergarh,Sargipali,Brinjal,Other,FAQ,01/05/2024,2000,2500,2300
Punjab,Amritsar,Ajnala,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,900,1000,950
Punjab,Amritsar,Ajnala,Pumpkin,Pumpkin,FAQ,01/05/2024,3450,3550,3500
Punjab,Amritsar,"Amritsar(Amritsar Mewa Mandi)",Carrot,Carrot,FAQ,01/05/2024,600,800,700
Punjab,Amritsar,"Amritsar(Amritsar Mewa Mandi)",Onion,Onion,FAQ,01/05/2024,200,1800,800
Punjab,Amritsar,"Amritsar(Amritsar Mewa Mandi)",Raddish,Raddish,FAQ,01/05/2024,800,1000,900
Punjab,Amritsar,"Amritsar(Amritsar Mewa Mandi)","Water Melon",Other,Medium,01/05/2024,500,1000,700
Punjab,Barnala,"Mehal Kalan",Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Barnala,"Tapa(Tapa Mandi)",Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Bhatinda,"Bhagta Bhai Ka",Cauliflower,Other,FAQ,01/05/2024,2700,2700,2700
Punjab,Bhatinda,"Bhagta Bhai Ka",Grapes,Other,Medium,01/05/2024,5800,5800,5800
Punjab,Bhatinda,"Bhagta Bhai Ka",Onion,Other,FAQ,01/05/2024,2100,2100,2100
Punjab,Bhatinda,Raman,Apple,Apple,Medium,01/05/2024,6800,8030,7550
Punjab,Bhatinda,Sangat,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Bhatinda,"Talwandi Sabo","Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,2700,3000,2800
Punjab,Bhatinda,"Talwandi Sabo",Onion,Other,FAQ,01/05/2024,1500,1800,1700
Punjab,Faridkot,Faridkot,Banana,"Banana - Ripe",Large,01/05/2024,2100,2500,2400
Punjab,Faridkot,Faridkot,"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,3500,5000,4500
Punjab,Faridkot,Faridkot,Coriander(Leaves),Coriander,FAQ,01/05/2024,2000,3500,3000
Punjab,Fatehgarh,Amloh,Wheat,"147 Best",FAQ,01/05/2024,2275,2275,2275
Punjab,Fatehgarh,"Bassi Pathana","Bitter gourd","Bitter Gourd",FAQ,01/05/2024,2500,3000,2800
Punjab,Fatehgarh,"Bassi Pathana","Bottle gourd","Bottle Gourd",FAQ,01/05/2024,800,1000,900
Punjab,Fatehgarh,"Bassi Pathana",Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,700,900,800
Punjab,Fatehgarh,"Bassi Pathana",Onion,Onion,FAQ,01/05/2024,2100,2300,2200
Punjab,Fatehgarh,"Bassi Pathana",Tomato,Tomato,FAQ,01/05/2024,3000,3500,3200
Punjab,Fatehgarh,"Bassi Pathana","Water Melon","Water Melon",Medium,01/05/2024,1800,2000,1900
Punjab,Fazilka,Jalalabad,Apple,Other,Large,01/05/2024,9500,9500,9500
Punjab,Fazilka,Jalalabad,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,2900,3000,2950
Punjab,Fazilka,Jalalabad,Brinjal,Other,FAQ,01/05/2024,1400,1450,1450
Punjab,Fazilka,Jalalabad,Orange,Other,Large,01/05/2024,5500,5500,5500
Punjab,Fazilka,Jalalabad,"Sweet Pumpkin",Other,FAQ,01/05/2024,600,700,650
Punjab,Fazilka,Jalalabad,"Water Melon",Other,Large,01/05/2024,1700,1800,1700
Punjab,Ferozpur,"Mallanwala (KhosaDalSinghwala)",Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Ferozpur,Zira,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,600,1000,800
Punjab,Ferozpur,Zira,Pumpkin,Pumpkin,FAQ,01/05/2024,1200,1500,1400
Punjab,Gurdaspur,Dinanagar,Cucumbar(Kheera),Other,FAQ,01/05/2024,2000,2500,2000
Punjab,Hoshiarpur,"Garh Shankar","Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1500,2000,1700
Punjab,Hoshiarpur,"Garh Shankar",Capsicum,Capsicum,FAQ,01/05/2024,400,700,500
Punjab,Hoshiarpur,"Garh Shankar",Cauliflower,Cauliflower,FAQ,01/05/2024,2500,3000,2800
Punjab,Hoshiarpur,"Garh Shankar",Garlic,Average,FAQ,01/05/2024,4000,8000,5000
Punjab,Hoshiarpur,"Garh Shankar",Potato,Potato,FAQ,01/05/2024,800,1200,900
Punjab,Hoshiarpur,Mukerian,Capsicum,Capsicum,FAQ,01/05/2024,4500,6500,5500
Punjab,Hoshiarpur,Mukerian,Papaya,Papaya,Medium,01/05/2024,3500,4500,4000
Punjab,Hoshiarpur,Mukerian,Pomegranate,Pomogranate,Medium,01/05/2024,7500,9500,8500
Punjab,Hoshiarpur,Mukerian(Talwara),"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,4000,5000,4500
Punjab,Hoshiarpur,Mukerian(Talwara),Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,1000,1800,1400
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,Potato,FAQ,01/05/2024,1000,1700,1350
Punjab,Jalandhar,Bilga,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,1800,2000,1900
Punjab,Jalandhar,Bilga,Cucumbar(Kheera),Other,FAQ,01/05/2024,1800,2000,1900
Punjab,Jalandhar,Bilga,Garlic,Average,FAQ,01/05/2024,7800,8000,7900
Punjab,Jalandhar,Bilga,Raddish,Other,FAQ,01/05/2024,1300,1500,1400
Punjab,Jalandhar,"Lohian Khas",Coriander(Leaves),Coriander,FAQ,01/05/2024,600,1000,800
Punjab,Jalandhar,Shahkot,"Bitter gourd",Other,FAQ,01/05/2024,1900,2300,2100
Punjab,Jalandhar,Shahkot,Cucumbar(Kheera),Other,FAQ,01/05/2024,400,600,500
Punjab,kapurthala,Dhilwan,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,kapurthala,Kapurthala,Onion,"Dry F.A.Q.",FAQ,01/05/2024,1600,1800,1700
Punjab,kapurthala,Kapurthala,Potato,Potato,FAQ,01/05/2024,900,1100,1000
Punjab,kapurthala,Kapurthala,Pumpkin,Other,FAQ,01/05/2024,700,900,800
Punjab,Ludhiana,Doraha,"Bitter gourd",Other,FAQ,01/05/2024,4000,4000,4000
Punjab,Ludhiana,Khanna,"Karbuja(Musk Melon)",Other,Medium,01/05/2024,1500,2500,2000
Punjab,Ludhiana,Ludhiana,Cauliflower,Other,FAQ,01/05/2024,1000,1700,1400
Punjab,Ludhiana,Ludhiana,Colacasia,Other,FAQ,01/05/2024,2300,3000,2600
Punjab,Ludhiana,Ludhiana,"French Beans (Frasbean)",Other,FAQ,01/05/2024,2500,3000,2800
Punjab,Ludhiana,Ludhiana,Tomato,Other,FAQ,01/05/2024,1000,2200,1500
Punjab,Ludhiana,Sahnewal,Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,600,1000,600
Punjab,Ludhiana,Samrala,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,1200,1500,1300
Punjab,Ludhiana,"Sidhwan Bet (Lodhiwala)",Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Mansa,Mansa,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,800,1400,1100
Punjab,Mansa,Mansa,Grapes,Green,Medium,01/05/2024,5000,7000,6000
Punjab,Mansa,Mansa,"Green Chilli","Green Chilly",FAQ,01/05/2024,2000,3000,2500
Punjab,Mansa,Mansa,"Karbuja(Musk Melon)",Karbhuja,Medium,01/05/2024,1500,2500,2000
Punjab,Mansa,Mansa,Lemon,Lemon,FAQ,01/05/2024,6000,9000,8000
Punjab,Mansa,Mansa,"Mousambi(Sweet Lime)",Mousambi,Medium,01/05/2024,4000,6000,5000
Punjab,Mansa,Mansa,Papaya,Papaya,Medium,01/05/2024,2500,3200,2800
Punjab,Mansa,Mansa,"Peas cod","Peas cod",FAQ,01/05/2024,4000,6000,5000
Punjab,Mansa,Mansa,Potato,Potato,FAQ,01/05/2024,1300,1600,1500
Punjab,Mansa,Mansa,Pumpkin,Pumpkin,FAQ,01/05/2024,800,1000,900
Punjab,Moga,"Kot ise Khan",Brinjal,Other,FAQ,01/05/2024,800,1000,900
Punjab,Moga,"Kot ise Khan",Cucumbar(Kheera),Other,FAQ,01/05/2024,800,1000,900
Punjab,Moga,"Kot ise Khan","Green Chilli",Other,FAQ,01/05/2024,1000,1200,1100
Punjab,Moga,"Kot ise Khan",Wheat,Other,FAQ,01/05/2024,2275,2277,2276
Punjab,Moga,"Nihal Singh Wala",Cucumbar(Kheera),Other,FAQ,01/05/2024,300,500,400
Punjab,Moga,"Nihal Singh Wala",Potato,Other,FAQ,01/05/2024,1300,1500,1400
Punjab,Nawanshahr,Banga,Brinjal,Other,FAQ,01/05/2024,1500,2135,1650
Punjab,Nawanshahr,Banga,Carrot,Carrot,FAQ,01/05/2024,1261,1400,1350
Punjab,Nawanshahr,Banga,Grapes,Other,Medium,01/05/2024,6980,6980,6980
Punjab,Nawanshahr,Banga,Lemon,Other,FAQ,01/05/2024,8000,10052,10052
Punjab,Nawanshahr,Banga,Tinda,Other,FAQ,01/05/2024,1944,4546,3850
Punjab,Nawanshahr,Banga,"Water Melon",Other,Medium,01/05/2024,1000,1800,1500
Punjab,Nawanshahr,Banga,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Patiala,Nabha,Apple,Other,Medium,01/05/2024,8000,12000,10600
Punjab,Patiala,Nabha,"Bitter gourd",Other,FAQ,01/05/2024,1700,2800,2000
Punjab,Patiala,Nabha,Cauliflower,Other,FAQ,01/05/2024,1600,2800,2300
Punjab,Patiala,Nabha,Garlic,Other,FAQ,01/05/2024,10000,13000,11200
Punjab,Patiala,Nabha,Grapes,Other,Medium,01/05/2024,3800,6000,4700
Punjab,Patiala,Nabha,Mango,Other,Medium,01/05/2024,4000,7000,5600
Punjab,Patiala,Nabha,Papaya,Other,Medium,01/05/2024,1800,2700,2100
Punjab,"Ropar (Rupnagar)",Ropar,Wheat,Other,FAQ,01/05/2024,2275,2275,2275
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,01/05/2024,2800,3000,3000
Punjab,Sangrur,Bhawanigarh,Brinjal,Other,FAQ,01/05/2024,1500,1500,1500
Punjab,Sangrur,Bhawanigarh,Pineapple,Other,Medium,01/05/2024,6500,7000,6750
Punjab,Sangrur,Dhuri,Mango,Other,Medium,01/05/2024,5500,6500,6000
Punjab,Sangrur,Dhuri,Onion,Other,FAQ,01/05/2024,1700,2200,1900
Punjab,Sangrur,Malerkotla,Banana,Other,Large,01/05/2024,1600,1800,1700
Punjab,Sangrur,Malerkotla,Grapes,Annabesahai,Large,01/05/2024,5000,7500,6000
Punjab,Sangrur,Malerkotla,Lemon,Lemon,FAQ,01/05/2024,2500,3500,3000
Punjab,Sangrur,Malerkotla,Papaya,Other,Large,01/05/2024,1000,1200,1000
Punjab,Sangrur,Malerkotla,Tomato,Other,FAQ,01/05/2024,2000,2500,2200
Punjab,Tarntaran,"Naushera Pannuan",Brinjal,Other,FAQ,01/05/2024,1300,1500,1400
Punjab,Tarntaran,"Naushera Pannuan","Green Chilli",Other,FAQ,01/05/2024,1800,2000,1900
Punjab,Tarntaran,"Naushera Pannuan",Spinach,Other,FAQ,01/05/2024,800,1000,900
Punjab,Tarntaran,Patti,Tomato,Other,FAQ,01/05/2024,1200,2000,1400
Punjab,Tarntaran,Tarantaran,Cabbage,Cabbage,FAQ,01/05/2024,1000,1200,1100
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,01/05/2024,1600,2000,1800
Punjab,Tarntaran,Tarantaran,Tomato,Other,FAQ,01/05/2024,1800,2200,2000
Punjab,Tarntaran,Tarantaran,Wheat,Other,FAQ,01/05/2024,2275,2280,2275
Rajasthan,Ajmer,Ajmer(F&V),Apple,Other,Large,01/05/2024,5000,8000,6600
Rajasthan,Ajmer,Ajmer(F&V),Garlic,Other,FAQ,01/05/2024,7000,15000,12000
Rajasthan,Ajmer,Ajmer(F&V),"Mango (Raw-Ripe)",Other,FAQ,01/05/2024,1800,3000,2400
Rajasthan,Ajmer,Ajmer(F&V),Pumpkin,Other,FAQ,01/05/2024,900,1800,1400
Rajasthan,Ajmer,Ajmer(F&V),Tomato,Other,FAQ,01/05/2024,600,1400,1000
Rajasthan,Ajmer,Beawar,Mustard,Other,FAQ,01/05/2024,4750,4900,4825
Rajasthan,Ajmer,"Bijay Nagar","Bengal Gram(Gram)(Whole)",Other,FAQ,01/05/2024,5860,6015,5950
Rajasthan,Ajmer,"Bijay Nagar",Wheat,Other,FAQ,01/05/2024,2315,2650,2545
Rajasthan,Alwar,Alwar,"Barley (Jau)",Other,FAQ,01/05/2024,1940,1967,1960
Rajasthan,Baran,Baran,"Corriander seed",Other,FAQ,01/05/2024,4480,8200,6500
Rajasthan,Baran,Baran,Garlic,Other,FAQ,01/05/2024,5600,19800,12000
Rajasthan,Baran,Baran,Linseed,Other,FAQ,01/05/2024,4320,5050,4750
Rajasthan,Baran,Baran,Soyabean,Other,FAQ,01/05/2024,4200,4611,4550
Rajasthan,Baran,Nahargarh,"Corriander seed",Other,FAQ,01/05/2024,5800,6000,5950
Rajasthan,Baran,Nahargarh,Wheat,Other,FAQ,01/05/2024,2205,2570,2405
Rajasthan,Bikaner,Bikaner(F&V),Banana,Other,Medium,01/05/2024,2200,2400,2300
Rajasthan,Bikaner,Bikaner(F&V),Cauliflower,Other,FAQ,01/05/2024,1000,1200,1100
Rajasthan,Bikaner,Bikaner(F&V),Chikoos(Sapota),Other,Medium,01/05/2024,2200,2400,2300
Rajasthan,Bikaner,Bikaner(F&V),Garlic,Other,FAQ,01/05/2024,5300,5500,5400
Rajasthan,Bikaner,Bikaner(F&V),Guar,Other,FAQ,01/05/2024,3300,3500,3400
Rajasthan,Bikaner,Bikaner(F&V),Mango,Other,Medium,01/05/2024,2800,3000,2900
Rajasthan,Bikaner,Bikaner(F&V),Methi(Leaves),Other,FAQ,01/05/2024,1200,1400,1300
Rajasthan,Bikaner,Bikaner(F&V),Onion,Other,FAQ,01/05/2024,800,1000,900
Rajasthan,Bikaner,Bikaner(F&V),Pumpkin,Other,FAQ,01/05/2024,900,1100,1000
Rajasthan,Bikaner,Bikaner(F&V),Tinda,Other,FAQ,01/05/2024,1200,1400,1300
Rajasthan,Bundi,DEI(Bundi),"Barley (Jau)",Other,FAQ,01/05/2024,1871,1871,1871
Rajasthan,Bundi,DEI(Bundi),"Lentil (Masur)(Whole)",Other,FAQ,01/05/2024,5701,6040,5950
Rajasthan,Chittorgarh,Pratapgarh,"Barley (Jau)",Barley-Organic,FAQ,01/05/2024,1950,2005,1961
Rajasthan,Chittorgarh,Pratapgarh,Maize,Other,FAQ,01/05/2024,2050,2315,2186
Rajasthan,Chittorgarh,Pratapgarh,Wheat,Other,FAQ,01/05/2024,2275,2911,2590
Rajasthan,Dausa,Lalsot,"Bengal Gram(Gram)(Whole)",Other,FAQ,01/05/2024,5900,6080,6000
Rajasthan,Dausa,Lalsot(Mandabari),"Barley (Jau)",Other,FAQ,01/05/2024,1740,1740,1740
Rajasthan,Ganganagar,Sriganganagar(F&V),Mango,Other,Medium,01/05/2024,4400,4800,4600
Rajasthan,Ganganagar,Sriganganagar(F&V),Onion,Other,FAQ,01/05/2024,1200,1600,1400
Rajasthan,Ganganagar,Sriganganagar(F&V),Pomegranate,Other,Medium,01/05/2024,6600,7000,6800
Rajasthan,Ganganagar,Sriganganagar(F&V),"Water Melon",Other,Medium,01/05/2024,1000,1400,1200
Rajasthan,Hanumangarh,Suratgarh,Potato,"(Red Nanital)",FAQ,01/05/2024,1300,1500,1400
Rajasthan,Jaipur,Jaipur(Bassi),"Guar Seed(Cluster Beans Seed)",Other,FAQ,01/05/2024,5111,5201,5156
Rajasthan,Jaipur,Jaipur(F&V),Apple,Other,Medium,01/05/2024,9000,12000,10500
Rajasthan,Jaipur,Jaipur(F&V),Capsicum,Capsicum,FAQ,01/05/2024,1000,2000,1500
Rajasthan,Jaipur,Jaipur(F&V),Coriander(Leaves),Coriander,FAQ,01/05/2024,2000,2500,2250
Rajasthan,Jaipur,Jaipur(F&V),"Mango (Raw-Ripe)",Other,FAQ,01/05/2024,2000,4000,3000
Rajasthan,Jaipur,Jaipur(F&V),"Tender Coconut","Tender Coconut",Medium,01/05/2024,2600,4500,3550
Rajasthan,Jalore,Bheenmal(Ranlwada),Mustard,Other,FAQ,01/05/2024,4000,5000,4500
Rajasthan,Jalore,Bheenmal(Ranlwada),Wheat,Other,FAQ,01/05/2024,2800,2800,2800
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,01/05/2024,800,1000,900
Rajasthan,Jhalawar,Aklera,"Bengal Gram(Gram)(Whole)",Other,FAQ,01/05/2024,5650,5900,5775
Rajasthan,Jhalawar,Aklera,Wheat,Other,FAQ,01/05/2024,2350,2550,2450
Rajasthan,Jhalawar,Jhalarapatan,Linseed,Other,FAQ,01/05/2024,4800,5200,5045
Rajasthan,Jhalawar,Jhalarapatan,Soyabean,Other,FAQ,01/05/2024,4300,4750,4611
Rajasthan,Jhunjunu,Jhunjhunu,"Barley (Jau)",Other,FAQ,01/05/2024,1900,1900,1900
Rajasthan,Jhunjunu,Jhunjhunu,Wheat,Other,FAQ,01/05/2024,2420,2420,2420
Rajasthan,Jhunjunu,Nawalgarh,"Barley (Jau)",Other,FAQ,01/05/2024,1800,1900,1850
Rajasthan,Jhunjunu,Nawalgarh,Mustard,Other,FAQ,01/05/2024,4700,4900,4800
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),"Water Melon",Other,Medium,01/05/2024,400,1000,700
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Bitter gourd",Other,FAQ,01/05/2024,1000,1500,1200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Green Chilli",Other,FAQ,01/05/2024,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Mango (Raw-Ripe)",Other,FAQ,01/05/2024,1500,2500,2000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Ridgeguard(Tori),Other,FAQ,01/05/2024,1400,2400,1800
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Rose(Loose)),Rose(Loose),FAQ,01/05/2024,5000,7000,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Tomato,Other,FAQ,01/05/2024,1300,2000,1600
Rajasthan,Kota,Kota,Mustard,Other,FAQ,01/05/2024,4511,4950,4700
Rajasthan,Kota,Kota,Paddy(Dhan)(Common),Other,FAQ,01/05/2024,2831,4001,3500
Rajasthan,Kota,Kota,Wheat,Other,FAQ,01/05/2024,2281,2626,2425
Rajasthan,Rajasamand,Rajasamand,Potato,Potato,FAQ,01/05/2024,2000,2200,2100
Rajasthan,"Swai Madhopur","Gangapur City","Bengal Gram(Gram)(Whole)",Other,FAQ,01/05/2024,5916,6065,5991
Rajasthan,Tonk,Malpura,Soanf,Other,FAQ,01/05/2024,5700,8575,6850
Rajasthan,Udaipur,Udaipur,Maize,Yellow,FAQ,01/05/2024,1950,2240,2080
Rajasthan,Udaipur,Udaipur,Wheat,Farmi,FAQ,01/05/2024,2650,3050,2850
"Tamil Nadu",Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,FAQ,01/05/2024,2200,2300,2270
Telangana,Adilabad,Boath,Jowar(Sorghum),"Jowar Hybrid",FAQ,01/05/2024,3180,3180,3180
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,3500,3500,3500
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","Bottle gourd","Bottle Gourd",FAQ,01/05/2024,900,900,900
Telangana,Hyderabad,"Erragadda(Rythu Bazar)",Cucumbar(Kheera),Cucumbar,FAQ,01/05/2024,1500,1500,1500
Telangana,Hyderabad,"Erragadda(Rythu Bazar)","Field Pea","Field Pea",FAQ,01/05/2024,5500,5500,5500
Telangana,Hyderabad,"Erragadda(Rythu Bazar)",Snakeguard,Other,FAQ,01/05/2024,1800,1800,1800
Telangana,Hyderabad,Gaddiannaram,Chikoos(Sapota),Other,Medium,01/05/2024,2500,4500,2750
Telangana,Hyderabad,Gaddiannaram,Grapes,Black,Medium,01/05/2024,1500,5600,2500
Telangana,Hyderabad,Gaddiannaram,Mango,Totapuri,Medium,01/05/2024,750,3000,1400
Telangana,Hyderabad,Gaddiannaram,Pineapple,Other,Medium,01/05/2024,560,3360,960
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),1001,FAQ,01/05/2024,2183,2183,2183
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,FAQ,01/05/2024,2203,2203,2203
Telangana,Karimnagar,Karimnagar,"Cluster beans","Cluster Beans",FAQ,01/05/2024,2000,3000,2500
Telangana,Karimnagar,Pudur,Paddy(Dhan)(Common),MTU-1010,FAQ,01/05/2024,2203,2203,2203
Telangana,Khammam,Charla,Paddy(Dhan)(Common),MTU-1010,FAQ,01/05/2024,2050,2200,2100
Telangana,Khammam,Khammam,Tomato,Local,FAQ,01/05/2024,1500,2200,1500
Telangana,Khammam,Yellandu,Maize,"Deshi Red",FAQ,01/05/2024,2090,2200,2100
Telangana,Mahbubnagar,Shadnagar,"Cluster beans","Cluster Beans",FAQ,01/05/2024,2500,3800,3500
Telangana,Mahbubnagar,Shadnagar,Paddy(Dhan)(Common),1001,FAQ,01/05/2024,2051,2695,2289
Telangana,Mahbubnagar,Shadnagar,Ridgeguard(Tori),Other,FAQ,01/05/2024,2500,3500,3200
Telangana,Medak,Dubbak,Paddy(Dhan)(Common),"I.R. 64",FAQ,01/05/2024,2203,2203,2203
Telangana,Nalgonda,Huzurnagar,Paddy(Dhan)(Common),"B P T",FAQ,01/05/2024,2203,2203,2203
Telangana,Nalgonda,Venkateswarnagar,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,800,800,800
Telangana,"Ranga Reddy",Ibrahimputnam,Brinjal,"Arkasheela Mattigulla",FAQ,01/05/2024,1500,2500,2000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bottle gourd","Bottle Gourd",FAQ,01/05/2024,900,900,900
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Drumstick,Drumstick,FAQ,01/05/2024,600,600,600
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Field Pea","Field Pea",FAQ,01/05/2024,5000,5000,5000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,01/05/2024,3300,3300,3300
