State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Andhra Pradesh",Guntur,Pidugurala(Palnadu),"Dry Chillies","1st Sort",FAQ,01/05/2024,10000,16000,14000
Bihar,"East Champaran/ Motihari",Chakia,Potato,Jyoti,FAQ,01/05/2024,2300,2500,2400
Bihar,Purnea,Bhawanipur,Wheat,"147 Average",FAQ,01/05/2024,2200,2500,2300
Bihar,Rohtas,Sasaram,Onion,Medium,FAQ,01/05/2024,2000,3000,2500
Chattisgarh,Durg,Durg,Apple,Apple,Medium,01/05/2024,16000,20000,16000
Chattisgarh,Durg,Durg,Garlic,Average,FAQ,01/05/2024,10000,11000,11000
Chattisgarh,Durg,Durg,Guar,Gwar,FAQ,01/05/2024,3800,4200,4200
Chattisgarh,Durg,Durg,"Water Melon","Water Melon",Medium,01/05/2024,1000,1100,1100
Chattisgarh,Koria,Manendragarh,"Mahua Seed(Hippe seed)",Other,FAQ,01/05/2024,3000,3000,3000
Chattisgarh,Raigarh,Sarangarh,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,01/05/2024,1800,1900,1850
Chattisgarh,Rajnandgaon,Rajnandgaon,Potato,Potato,FAQ,01/05/2024,1400,2200,1800
Chattisgarh,Rajnandgaon,Rajnandgaon,Tomato,Local,FAQ,01/05/2024,600,1000,800
Gujarat,Ahmedabad,"Ahmedabad(Chimanbhai Patal Market Vasana)",Potato,Desi,FAQ,01/05/2024,1200,2000,1800
Gujarat,Ahmedabad,Bavla,"Castor Seed","Castor seed",FAQ,01/05/2024,5400,5505,5435
Gujarat,Ahmedabad,Bavla,Wheat,Deshi,FAQ,01/05/2024,2530,2850,2555
Gujarat,Ahmedabad,Mandal,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/05/2024,10250,12305,10850
Gujarat,Ahmedabad,Mandal,"Isabgul (Psyllium)",Other,FAQ,01/05/2024,10505,13055,11500
Gujarat,Ahmedabad,Sanad,Wheat,Sharbati,FAQ,01/05/2024,2255,2980,2617
Gujarat,Amreli,Amreli,"Arhar (Tur/Red Gram)(Whole)",Hybrid,FAQ,01/05/2024,7150,11575,9900
Gujarat,Amreli,Amreli,"Castor Seed","Castor seed",FAQ,01/05/2024,5075,5245,5180
Gujarat,Amreli,Amreli,Jowar(Sorghum),"Jowar ( White)",FAQ,01/05/2024,1500,4160,3090
Gujarat,Amreli,Amreli,Wheat,"Rajasthan Tukdi",FAQ,01/05/2024,2015,3340,2645
Gujarat,Amreli,Babra,Cotton,Other,FAQ,01/05/2024,6470,7580,7025
Gujarat,Amreli,Babra,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,10550,13000,11775
Gujarat,Amreli,Bagasara,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,01/05/2024,5050,8500,6775
Gujarat,Amreli,Bagasara,Groundnut,Balli/Habbu,FAQ,01/05/2024,4950,5450,5200
Gujarat,Amreli,Dhari,"Bengal Gram(Gram)(Whole)","White (Whole)",FAQ,01/05/2024,7655,7655,7655
Gujarat,Amreli,Dhari,"Corriander seed","Coriander Seed",FAQ,01/05/2024,5500,6390,6200
Gujarat,Amreli,Khambha,"Castor Seed",Other,FAQ,01/05/2024,4900,5250,5150
Gujarat,Amreli,Savarkundla,"Arhar (Tur/Red Gram)(Whole)","Small (Whole)",FAQ,01/05/2024,9000,11075,10038
Gujarat,Amreli,Savarkundla,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,2150,2620,2385
Gujarat,Anand,"Khambhat(Grain Market)","Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2000,2250,2125
Gujarat,Banaskanth,Amirgadh,"Castor Seed","Castor seed",FAQ,01/05/2024,5360,5500,5425
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Banana,Other,Medium,01/05/2024,2000,3200,2600
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Chikoos(Sapota),Other,Medium,01/05/2024,3000,4200,3600
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Mango,Other,Medium,01/05/2024,5000,20150,12575
Gujarat,Banaskanth,Dhanera,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2805,2805,2805
Gujarat,Banaskanth,Palanpur,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,2030,2300,2165
Gujarat,Banaskanth,Palanpur,"Castor Seed","Castor seed",FAQ,01/05/2024,5200,5515,5357
Gujarat,Banaskanth,Palanpur,Soanf,Other,FAQ,01/05/2024,4000,25000,14500
Gujarat,Banaskanth,Thara,Wheat,Other,FAQ,01/05/2024,2200,3125,2662.5
Gujarat,Banaskanth,Vadgam,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,1900,2280,2090
Gujarat,Banaskanth,Vadgam,"Castor Seed",Other,FAQ,01/05/2024,5400,5505,5475
Gujarat,Banaskanth,Vadgam,Wheat,"Lokwan Gujrat",FAQ,01/05/2024,2410,2825,2825
Gujarat,Bharuch,Bharuch,"Banana - Green",Other,FAQ,01/05/2024,600,850,750
Gujarat,Bharuch,Bharuch,Brinjal,Other,FAQ,01/05/2024,800,1400,1100
Gujarat,Bharuch,Bharuch,Onion,Other,FAQ,01/05/2024,1300,2000,1500
Gujarat,Bharuch,Jambusar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2000,2400,2200
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,01/05/2024,1800,2200,2000
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,01/05/2024,2600,3000,2800
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,01/05/2024,3100,3500,3300
Gujarat,Bhavnagar,"Mahuva(Station Road)","Cummin Seed(Jeera)",Other,FAQ,01/05/2024,23000,23000,23000
Gujarat,Bhavnagar,"Mahuva(Station Road)","Green Gram (Moong)(Whole)",Hybrid,FAQ,01/05/2024,6125,6525,6325
Gujarat,Bhavnagar,"Mahuva(Station Road)",Jowar(Sorghum),Other,FAQ,01/05/2024,2060,4570,3315
Gujarat,Bhavnagar,"Mahuva(Station Road)",Onion,Red,FAQ,01/05/2024,580,1365,975
Gujarat,Bhavnagar,Taleja,"Black Gram (Urd Beans)(Whole)",Local,FAQ,01/05/2024,8525,9000,8765
Gujarat,Bhavnagar,Taleja,"Corriander seed",Other,FAQ,01/05/2024,5060,7140,6100
Gujarat,Bhavnagar,Taleja,"Green Gram (Moong)(Whole)",Local,FAQ,01/05/2024,8005,8875,8440
Gujarat,Bhavnagar,Taleja,Groundnut,Bold,FAQ,01/05/2024,6250,7030,6640
Gujarat,Bhavnagar,Taleja,Wheat,Kalyan,FAQ,01/05/2024,1950,2850,2400
Gujarat,Dahod,Dahod,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2000,2250,2100
Gujarat,Dahod,Dahod,"Castor Seed",Other,FAQ,01/05/2024,5100,5200,5150
Gujarat,Dahod,Dahod,Maize,"White (SAFED)",FAQ,01/05/2024,2100,2600,2300
Gujarat,Dahod,Dahod,Rice,Coarse,FAQ,01/05/2024,5000,6000,5500
Gujarat,Dahod,"Dahod(Veg. Market)","Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1800,2500,2000
Gujarat,Dahod,"Dahod(Veg. Market)",Lemon,Other,FAQ,01/05/2024,9000,12000,11000
Gujarat,Dahod,"Dahod(Veg. Market)","Little gourd (Kundru)",Other,FAQ,01/05/2024,3000,3500,3250
Gujarat,Gandhinagar,Dehgam,Guar,Other,FAQ,01/05/2024,5000,5325,5162
Gujarat,Gandhinagar,Dehgam(Rekhiyal),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2350,2450,2400
Gujarat,Gandhinagar,Dehgam(Rekhiyal),"Castor Seed",Other,FAQ,01/05/2024,5200,5425,5312
Gujarat,Gandhinagar,Dehgam(Rekhiyal),Guar,Other,FAQ,01/05/2024,4400,5225,4812
Gujarat,Gandhinagar,Kalol,Mustard,Other,FAQ,01/05/2024,4300,4655,4500
Gujarat,Gandhinagar,Kalol,Paddy(Dhan)(Common),Other,FAQ,01/05/2024,2200,2250,2200
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol)",Cabbage,Cabbage,FAQ,01/05/2024,800,1200,1000
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol)",Lemon,Other,FAQ,01/05/2024,6250,7500,7000
Gujarat,Gandhinagar,Mansa,"Castor Seed","Castor seed",FAQ,01/05/2024,5195,5530,5475
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cabbage,Other,FAQ,01/05/2024,700,800,800
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cucumbar(Kheera),Other,FAQ,01/05/2024,3500,3500,3500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Tomato,Other,FAQ,01/05/2024,1000,2000,2000
Gujarat,"Gir Somnath",Talalagir,Mango,Keshar,Medium,01/05/2024,7000,9500,8500
Gujarat,"Gir Somnath",Veraval,"Alasande Gram","Alasande Gram",FAQ,01/05/2024,12505,14505,14025
Gujarat,"Gir Somnath",Veraval,"Corriander seed","Coriander Seed",FAQ,01/05/2024,5725,6805,6655
Gujarat,Jamnagar,Dhrol,Mustard,Other,FAQ,01/05/2024,4700,5000,4850
Gujarat,Jamnagar,"Jam Jodhpur","Castor Seed","Castor seed",FAQ,01/05/2024,5050,5405,5305
Gujarat,Jamnagar,"Jam Jodhpur",Cotton,Bunny,FAQ,01/05/2024,6375,7455,6900
Gujarat,Jamnagar,"Jam Jodhpur","Green Gram (Moong)(Whole)","Green (Whole)",FAQ,01/05/2024,9000,9680,9350
Gujarat,Jamnagar,"Jam Jodhpur","Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,10500,11680,11050
Gujarat,Jamnagar,Jamnagar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,01/05/2024,4000,10450,7225
Gujarat,Jamnagar,Jamnagar,"Methi Seeds",Other,FAQ,01/05/2024,4000,6000,5000
Gujarat,Junagarh,Bhesan,"Bengal Gram(Gram)(Whole)",Other,FAQ,01/05/2024,5000,5955,5805
Gujarat,Junagarh,Bhesan,Cotton,Other,FAQ,01/05/2024,6000,7480,7250
Gujarat,Junagarh,Bhesan,Groundnut,Other,FAQ,01/05/2024,4000,5900,5675
Gujarat,Junagarh,Junagadh,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,01/05/2024,19000,22420,21250
Gujarat,Junagarh,Junagadh,Jowar(Sorghum),"Jowar ( White)",FAQ,01/05/2024,3375,4000,3750
Gujarat,Junagarh,Junagadh,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,01/05/2024,6200,7885,7000
Gujarat,Junagarh,Mangrol,"Bengal Gram(Gram)(Whole)","Desi (F.A.Q. Split)",FAQ,01/05/2024,6000,6175,6100
Gujarat,Junagarh,Visavadar,Garlic,Other,FAQ,01/05/2024,7105,10505,8805
Gujarat,Junagarh,Visavadar,Soyabean,Black,FAQ,01/05/2024,4225,4505,4365
Gujarat,Kheda,Kapadvanj,Cabbage,Other,FAQ,01/05/2024,300,700,550
Gujarat,Kheda,Kapadvanj,Cauliflower,Other,FAQ,01/05/2024,1500,2000,1750
Gujarat,Kheda,Kapadvanj,Onion,Other,FAQ,01/05/2024,1500,2000,1750
Gujarat,Kheda,Nadiad,Potato,Other,FAQ,01/05/2024,1500,1700,1600
Gujarat,Kheda,Nadiyad(Chaklasi),Cauliflower,Cauliflower,FAQ,01/05/2024,1200,1550,1400
Gujarat,Kheda,Nadiyad(Piplag),"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,1500,2000,1750
Gujarat,Mehsana,Kadi,Ajwan,Other,FAQ,01/05/2024,11000,13755,12000
Gujarat,Mehsana,Kadi,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,01/05/2024,9750,10510,10000
Gujarat,Mehsana,Kadi,"Moath Dal","Moath (W)",FAQ,01/05/2024,6400,7220,6800
Gujarat,Mehsana,Kadi,Paddy(Dhan)(Common),Paddy,FAQ,01/05/2024,2160,2400,2300
Gujarat,Mehsana,Kadi,"Suva (Dill Seed)","Suva (Dill Seed)",FAQ,01/05/2024,6000,8250,6500
Gujarat,Mehsana,Mehsana,"Castor Seed","Castor seed",FAQ,01/05/2024,5200,5480,5425
Gujarat,Mehsana,Mehsana,Mustard,Mustard,FAQ,01/05/2024,4000,5600,4950
Gujarat,Mehsana,Mehsana(Jornang),"Bajra(Pearl Millet/Cumbu)",Local,FAQ,01/05/2024,1755,2110,2000
Gujarat,Mehsana,Unjha,Ajwan,Ajwan,FAQ,01/05/2024,5500,16125,12300
Gujarat,Mehsana,Unjha,Soanf,Soanf,FAQ,01/05/2024,4500,37500,13875
Gujarat,Morbi,Halvad,Cotton,Other,FAQ,01/05/2024,6375,7360,7200
Gujarat,Morbi,Halvad,"Guar Seed(Cluster Beans Seed)",Other,FAQ,01/05/2024,4900,5330,5125
Gujarat,Morbi,Halvad,"Methi Seeds",Other,FAQ,01/05/2024,4750,5500,5225
Gujarat,Morbi,Halvad,Mustard,"Rai UP",FAQ,01/05/2024,5500,6560,6250
Gujarat,Morbi,Morbi,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,01/05/2024,9925,11290,10607.5
Gujarat,Morbi,Morbi,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,01/05/2024,5500,6000,5750
Gujarat,Morbi,Morbi,"Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,1000,2500,1750
Gujarat,Morbi,Morbi,"Black Gram (Urd Beans)(Whole)","Rajkot T-9",FAQ,01/05/2024,7150,7150,7150
Gujarat,Morbi,Morbi,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,500,1200,850
Gujarat,Morbi,Morbi,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,01/05/2024,19500,22550,21025
Gujarat,Morbi,Morbi,Guar,Gwar,FAQ,01/05/2024,2000,3000,2500
Gujarat,Morbi,Morbi,Onion,Onion,FAQ,01/05/2024,500,1600,850
Gujarat,Morbi,"Vankaner(Sub yard)",Brinjal,Other,FAQ,01/05/2024,2000,3000,2500
Gujarat,Morbi,"Vankaner(Sub yard)",Cabbage,Other,FAQ,01/05/2024,1000,1500,1250
Gujarat,Navsari,Navsari,Chikoos(Sapota),Other,Medium,01/05/2024,1250,1500,1375
Gujarat,Navsari,Navsari,Coriander(Leaves),Coriander,FAQ,01/05/2024,3500,4000,3750
Gujarat,Navsari,Navsari,Potato,"(Red Nanital)",FAQ,01/05/2024,1600,2750,2175
Gujarat,Panchmahals,Godhra,Maize,Other,FAQ,01/05/2024,2050,2115,2070
Gujarat,Panchmahals,Godhra,Paddy(Dhan)(Common),Other,FAQ,01/05/2024,2010,2070,2055
Gujarat,Panchmahals,"Morva Hafad","Castor Seed",Other,FAQ,01/05/2024,5000,5250,5125
Gujarat,Panchmahals,"Morva Hafad",Paddy(Dhan)(Common),Paddy,FAQ,01/05/2024,1700,2250,1975
Gujarat,Patan,Radhanpur,Ajwan,Ajwan,FAQ,01/05/2024,10500,18005,13750
Gujarat,Patan,Radhanpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,01/05/2024,5250,6105,6000
Gujarat,Patan,Radhanpur,"Castor Seed",Caster,FAQ,01/05/2024,5375,5500,5450
Gujarat,Patan,Siddhpur,"Castor Seed","Castor seed",FAQ,01/05/2024,5275,5570,5422
Gujarat,Patan,Siddhpur,Cotton,"H.Y.4 (Unginned)",FAQ,01/05/2024,6650,7555,7102
Gujarat,Porbandar,Porbandar,"Corriander seed","Coriander Seed",FAQ,01/05/2024,5350,7950,6500
Gujarat,Porbandar,Porbandar,"Green Chilli","Green Chilly",FAQ,01/05/2024,2500,3000,2750
Gujarat,Porbandar,Porbandar,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,01/05/2024,8875,9475,9175
Gujarat,Porbandar,Porbandar,"Ground Nut Seed","Ground Nut Seed",FAQ,01/05/2024,6375,6675,6525
Gujarat,Porbandar,Porbandar,Lemon,Lemon,FAQ,01/05/2024,10000,14000,12000
Gujarat,Porbandar,Porbandar,Potato,"(Red Nanital)",FAQ,01/05/2024,2000,3000,2500
Gujarat,Porbandar,Porbandar,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,11775,11775,11775
Gujarat,Porbandar,Porbandar,Tomato,Deshi,FAQ,01/05/2024,1500,2000,1750
Gujarat,Rajkot,Dhoraji,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,01/05/2024,1855,2015,2015
Gujarat,Rajkot,Dhoraji,"Castor Seed","Castor seed",FAQ,01/05/2024,5180,5330,5305
Gujarat,Rajkot,Dhoraji,Soyabean,Yellow,FAQ,01/05/2024,4255,4355,4355
Gujarat,Rajkot,Gondal,Cotton,"H.B (Unginned)",FAQ,01/05/2024,5505,7455,7255
Gujarat,Rajkot,Gondal,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,01/05/2024,6205,9155,8255
Gujarat,Rajkot,Gondal,Groundnut,"Bold Kernel",FAQ,01/05/2024,5000,8155,7105
Gujarat,Rajkot,Gondal,Jowar(Sorghum),"Jowar ( White)",FAQ,01/05/2024,2255,4055,3255
Gujarat,Rajkot,Gondal,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,01/05/2024,9000,13005,12455
Gujarat,Rajkot,Gondal,Soyabean,Yellow,FAQ,01/05/2024,3755,4355,4305
Gujarat,Rajkot,Jasdan,Beans,Other,FAQ,01/05/2024,5500,9000,8000
Gujarat,Rajkot,Jasdan,"Castor Seed","Castor seed",FAQ,01/05/2024,4500,5325,5150
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Chili Red",Other,FAQ,01/05/2024,601,5150,2301
Gujarat,Rajkot,Rajkot,"Black Gram (Urd Beans)(Whole)",Desi,FAQ,01/05/2024,8390,9720,8800
Gujarat,Rajkot,Rajkot,"Castor Seed",Caster,FAQ,01/05/2024,4925,5435,5250
Gujarat,Rajkot,Rajkot,Garlic,Garlic,FAQ,01/05/2024,7000,16000,12750
Gujarat,Rajkot,Rajkot,Groundnut,G20,FAQ,01/05/2024,5600,6410,6000
Gujarat,Rajkot,Rajkot,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,01/05/2024,14700,16110,15600
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Brinjal,Brinjal,FAQ,01/05/2024,700,1500,1250
Gujarat,Sabarkantha,Bhiloda,"Guar Seed(Cluster Beans Seed)",Other,FAQ,01/05/2024,4500,4750,4625
Gujarat,Sabarkantha,Himatnagar,Maize,Yellow,FAQ,01/05/2024,2050,2375,2213
Gujarat,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,01/05/2024,2400,2700,2550
Gujarat,Sabarkantha,Malpur,Wheat,Other,FAQ,01/05/2024,2250,2350,2300
Gujarat,Sabarkantha,Talod,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,01/05/2024,2075,2385,2230
Gujarat,Surat,Mahuva(Anaval),"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,1000,1100,1070
Gujarat,Surat,Mandvi,"Green Gram (Moong)(Whole)",Other,FAQ,01/05/2024,6000,8300,7150
Gujarat,Surat,Surat,"Yam (Ratalu)",Other,FAQ,01/05/2024,6500,11000,8750
Gujarat,Surat,Vyra,"Green Gram (Moong)(Whole)",Local,FAQ,01/05/2024,8000,9000,8500
Gujarat,Surendranagar,"Dasada Patadi",Ajwan,Ajwan,FAQ,01/05/2024,10750,11750,10875
Gujarat,Surendranagar,"Dasada Patadi","Methi Seeds",Methiseeds,FAQ,01/05/2024,4500,5000,4675
Gujarat,Surendranagar,"Dasada Patadi",Soanf,Soanf,FAQ,01/05/2024,5500,5905,5645
Gujarat,Surendranagar,Dhragradhra,"Arhar (Tur/Red Gram)(Whole)","Arhar Dal(Tur)",FAQ,01/05/2024,8375,8375,8375
Gujarat,Surendranagar,Dhragradhra,Mustard,Mustard,FAQ,01/05/2024,4655,4870,4760
Gujarat,Surendranagar,Dhragradhra,Soanf,Soanf,FAQ,01/05/2024,5000,9150,6375
Gujarat,Surendranagar,Dhragradhra,"Suva (Dill Seed)","Suva (Dill Seed)",FAQ,01/05/2024,6005,6555,6280
Gujarat,Surendranagar,Lakhtar,Soanf,Soanf,FAQ,01/05/2024,1005,1100,1053
Gujarat,Surendranagar,Limdi,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,01/05/2024,6130,7390,6760
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,01/05/2024,500,1000,750
Gujarat,Surendranagar,Vadhvan,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,01/05/2024,6500,7500,7000
Gujarat,Surendranagar,Vadhvan,Guar,Gwar,FAQ,01/05/2024,4000,5000,4500
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,01/05/2024,3000,3500,3250
Gujarat,Surendranagar,Vadhvan,"Onion Green","Onion Green",FAQ,01/05/2024,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,"Peas Wet","Peas Wet",FAQ,01/05/2024,9500,10000,9750
Gujarat,Vadodara(Baroda),Padra,Drumstick,Other,FAQ,01/05/2024,750,1000,900
Gujarat,Vadodara(Baroda),Padra,"Leafy Vegetable","Leafy Vegetables",FAQ,01/05/2024,1500,1750,1625
Gujarat,Vadodara(Baroda),Padra,"Sponge gourd",Other,FAQ,01/05/2024,400,500,450
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,01/05/2024,1000,1500,1250
Gujarat,Valsad,Chikli(Khorgam),"Bottle gourd",Other,FAQ,01/05/2024,500,1250,875
Haryana,Ambala,"Ambala Cantt.",Apple,Apple,Medium,01/05/2024,5000,7000,5500
Haryana,Ambala,"Ambala Cantt.","Bhindi(Ladies Finger)",Bhindi,FAQ,01/05/2024,2000,2500,2200
Haryana,Ambala,"Ambala Cantt.","Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1000,1500,1200
Haryana,Ambala,Barara,Capsicum,Other,FAQ,01/05/2024,2100,2400,2100
Haryana,Ambala,Barara,Pomegranate,Other,Medium,01/05/2024,7200,7200,7200
Haryana,Ambala,Naraingarh,"Bitter gourd","Bitter Gourd",FAQ,01/05/2024,1000,2000,1400
Haryana,Ambala,Naraingarh,Cabbage,Other,FAQ,01/05/2024,800,800,800
Haryana,Ambala,Naraingarh,Ginger(Dry),Other,FAQ,01/05/2024,9000,10000,9500
Haryana,Ambala,Naraingarh,Pumpkin,Pumpkin,FAQ,01/05/2024,300,600,500
Haryana,Ambala,Naraingarh,"Water Melon","Water Melon",Medium,01/05/2024,600,1200,1000
Haryana,Ambala,Shahzadpur,Capsicum,Capsicum,FAQ,01/05/2024,1000,2000,1000
Haryana,Ambala,Shahzadpur,Onion,Local,FAQ,01/05/2024,1500,1500,1500
Haryana,Ambala,Shahzadpur,"Water Melon","Water Melon",Medium,01/05/2024,1000,1500,1000
Haryana,Bhiwani,Tosham,Mustard,Other,FAQ,01/05/2024,5650,5650,5650
Haryana,Fatehabad,Ratia,"Water Melon",Other,Large,01/05/2024,900,1200,1000
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,01/05/2024,5000,10000,7500
Haryana,Gurgaon,Gurgaon,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,1000,1500,1250
Haryana,Gurgaon,Gurgaon,Cauliflower,Other,FAQ,01/05/2024,1000,1200,1100
Haryana,Gurgaon,Gurgaon,Pomegranate,Other,Large,01/05/2024,10000,14000,12000
Haryana,Hissar,Barwala(Hisar),Brinjal,Other,FAQ,01/05/2024,1000,1000,1000
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,01/05/2024,1400,1500,1500
Haryana,Hissar,Hansi,"Bhindi(Ladies Finger)",Other,FAQ,01/05/2024,3000,3500,3300
Haryana,Hissar,Hansi,"Mousambi(Sweet Lime)",Other,Medium,01/05/2024,3000,4000,3500
Haryana,Hissar,Hansi,Raddish,Other,FAQ,01/05/2024,2500,2500,2500
Haryana,Hissar,Hansi,Tinda,Other,FAQ,01/05/2024,1000,1600,1500
Haryana,Kaithal,Dhand,Banana,Other,Medium,01/05/2024,2700,4000,3900
Haryana,Kaithal,Siwan,Onion,Other,FAQ,01/05/2024,1600,1700,1700
Haryana,Kaithal,Siwan,Potato,Other,FAQ,01/05/2024,1100,1200,1200
Haryana,Kurukshetra,Ladwa,"Mousambi(Sweet Lime)",Mousambi,Medium,01/05/2024,4500,5000,4800
Haryana,Kurukshetra,Ladwa,Pineapple,"Pine Apple",Medium,01/05/2024,3000,3000,3000
Haryana,Kurukshetra,Ladwa,Pomegranate,Pomogranate,Medium,01/05/2024,9000,12000,11000
Haryana,Kurukshetra,Ladwa,Potato,Potato,FAQ,01/05/2024,1000,1500,1200
Haryana,Kurukshetra,Shahabad,"Bottle gourd","Bottle Gourd",FAQ,01/05/2024,300,500,400
Haryana,Kurukshetra,Shahabad,Chikoos(Sapota),Sapota,Medium,01/05/2024,2500,2980,2600
Haryana,Kurukshetra,Shahabad,Garlic,Garlic,FAQ,01/05/2024,6000,12700,9000
Haryana,Kurukshetra,Shahabad,Guava,Guava,Medium,01/05/2024,4000,8200,6500
Haryana,Kurukshetra,Shahabad,Orange,Orange,Medium,01/05/2024,6000,6000,6000
Haryana,Kurukshetra,Shahabad,"Peas Wet","Peas Wet",FAQ,01/05/2024,4500,4800,4700
Haryana,Kurukshetra,Shahabad,Raddish,Raddish,FAQ,01/05/2024,1200,1200,1200
Haryana,Kurukshetra,Thanesar,"Green Chilli","Green Chilly",FAQ,01/05/2024,2000,3000,2500
Haryana,Kurukshetra,Thanesar,Pineapple,"Pine Apple",Medium,01/05/2024,4000,5000,4500
Haryana,Kurukshetra,Thanesar,Pomegranate,Pomogranate,Medium,01/05/2024,8000,12000,10000
Haryana,Kurukshetra,Thanesar,Potato,Potato,FAQ,01/05/2024,1200,1800,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Apple,Apple,Medium,01/05/2024,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Brinjal,Brinjal,FAQ,01/05/2024,1000,1000,1000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Chikoos(Sapota),Sapota,Medium,01/05/2024,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Mousambi(Sweet Lime)",Mousambi,Medium,01/05/2024,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Potato,Potato,FAQ,01/05/2024,1500,1500,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01/05/2024,1200,1500,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Banana,Other,Medium,01/05/2024,3000,3500,3500
Haryana,Mahendragarh-Narnaul,Narnaul,Coriander(Leaves),Other,FAQ,01/05/2024,1200,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,"Mango (Raw-Ripe)",Other,FAQ,01/05/2024,2000,3000,2500
Haryana,Mewat,FerozpurZirkha(Nagina),Potato,Other,FAQ,01/05/2024,1400,1800,1600
Haryana,Panchkula,"Raipur Rai",Cauliflower,Cauliflower,FAQ,01/05/2024,1200,1400,1200
Haryana,Panchkula,"Raipur Rai",Cucumbar(Kheera),Other,FAQ,01/05/2024,800,1400,800
Haryana,Panipat,Panipat,Brinjal,"Arkasheela Mattigulla",FAQ,01/05/2024,600,800,700
Haryana,Rohtak,Meham,Brinjal,Other,FAQ,01/05/2024,1000,1200,1100
